snapped_at,price,market_cap,total_volume
2021-10-29 00:00:00 UTC,1809.335035400169,153945046.02641448,30561034.29048458
2021-10-30 00:00:00 UTC,1788.1590795608372,152557655.42186838,251514.27633317778
2021-10-31 00:00:00 UTC,1785.9041681510498,152594229.55861348,277107.60202405683
2021-11-01 00:00:00 UTC,1779.3498480913381,152288816.94182754,145196.99281793865
2021-11-02 00:00:00 UTC,1797.7385644531432,153477509.81745073,716178.7123526178
2021-11-03 00:00:00 UTC,1796.8905600504718,153485595.73860654,1564974.7661369385
2021-11-04 00:00:00 UTC,1791.4461866644324,152861070.06817037,928249.1373950042
2021-11-05 00:00:00 UTC,1809.578886822061,154493797.67983708,199021.17596035005
2021-11-06 00:00:00 UTC,1834.8993226864222,156720937.75041708,192366.4440606978
2021-11-07 00:00:00 UTC,1827.3913774916293,156200638.9706785,1435340.4654894136
2021-11-08 00:00:00 UTC,1828.6441032453347,155850312.3876155,909176.6986719792
2021-11-09 00:00:00 UTC,1836.9391596477283,156818191.35088554,1117411.780554497
2021-11-10 00:00:00 UTC,1849.591620562705,157759758.54951623,657929.8242403924
2021-11-11 00:00:00 UTC,1866.7419429954696,159452114.4364272,1194210.14881182
2021-11-12 00:00:00 UTC,1879.7901637650991,160495608.36479357,537225.1996326861
2021-11-13 00:00:00 UTC,1881.2330589961668,197919917.561615,266795.5677210084
2021-11-14 00:00:00 UTC,1876.9322105843344,198075653.37986407,201134.4289214772
2021-11-15 00:00:00 UTC,1887.3778308814099,197974691.85641673,241971.20984128737
2021-11-16 00:00:00 UTC,1873.3703005290126,197527456.58366227,205155.8368673502
2021-11-17 00:00:00 UTC,1862.1011992686538,196808472.2256767,515455.73042878864
2021-11-18 00:00:00 UTC,1882.5626962054089,197988986.31003276,411295.4709212512
2021-11-19 00:00:00 UTC,1871.7815533341388,197580628.5829051,180207.49220247808
2021-11-20 00:00:00 UTC,1865.253940801794,196416528.61434004,239524.08994334194
2021-11-21 00:00:00 UTC,1859.653143895999,196306339.539431,519145.34294848616
2021-11-22 00:00:00 UTC,1856.9010621254824,196130981.87951714,234607.57530711396
2021-11-23 00:00:00 UTC,1816.8957300915974,191738756.67193076,1314220.3018840733
2021-11-24 00:00:00 UTC,1791.3318461686144,189063663.33651873,1723345.5355097356
2021-11-25 00:00:00 UTC,1792.1144249118822,189254530.83475402,525238.9800331764
2021-11-26 00:00:00 UTC,1791.1307844149267,188812229.8980266,353695.44901564973
2021-11-27 00:00:00 UTC,1795.4298836991588,225353273.10244533,564662.2094873386
2021-11-28 00:00:00 UTC,1792.2151760059915,224757386.95290506,188387.29186472952
2021-11-29 00:00:00 UTC,1790.439963971685,224907936.524887,242711.3399147149
2021-11-30 00:00:00 UTC,1786.1871703069971,224827459.04634184,234708.66527794613
2021-12-01 00:00:00 UTC,1770.7973838063513,222447106.6578848,508102.0945910525
2021-12-02 00:00:00 UTC,1783.4582177679772,224010888.3127481,149270.39015265033
2021-12-03 00:00:00 UTC,1769.0433494806325,222369378.0810838,459764.456391205
2021-12-04 00:00:00 UTC,1780.7582775116555,224552951.38453943,570057.4664636843
2021-12-05 00:00:00 UTC,1790.3538823239107,260129893.46360648,2152794.0200429526
2021-12-06 00:00:00 UTC,1782.375052028996,259663290.3880355,534745.8015723468
2021-12-07 00:00:00 UTC,1788.1371855730176,295996877.0067322,161043.27350921687
2021-12-08 00:00:00 UTC,1785.1720184371807,296102946.6481657,187580.16885602303
2021-12-09 00:00:00 UTC,1784.6561570978704,296057193.9961552,164477.52572682037
2021-12-10 00:00:00 UTC,1770.8309408467276,294722574.0196878,294898.23261850927
2021-12-11 00:00:00 UTC,1785.0292437399303,295364423.1171477,699675.3869809315
2021-12-12 00:00:00 UTC,1786.993527312142,295916964.31044453,185735.88137039894
2021-12-13 00:00:00 UTC,1783.601878124964,295683073.7646495,144737.26063126526
2021-12-14 00:00:00 UTC,1784.3936359165696,296516814.26821446,573366.4341424176
2021-12-15 00:00:00 UTC,1774.155696776578,293967479.4307896,418862.6356464448
2021-12-16 00:00:00 UTC,1782.9198571067147,295168012.912865,373851.58001485234
2021-12-17 00:00:00 UTC,1794.9164294835791,297659533.5085498,295470.74393647374
2021-12-18 00:00:00 UTC,1795.7493933839519,297820776.7165371,1425747.6038707804
2021-12-19 00:00:00 UTC,1797.8336354002058,297906668.887975,483149.9694520788
2021-12-20 00:00:00 UTC,1795.836175134441,297828244.0995539,279814.8374320915
2021-12-21 00:00:00 UTC,1790.1849144084727,297982625.0522873,123956.88574367228
2021-12-22 00:00:00 UTC,1788.7277405723682,296726762.2666189,655535.9513394099
2021-12-23 00:00:00 UTC,1808.6635813551723,300003978.80125874,1940590.220552953
2021-12-24 00:00:00 UTC,1813.7612683206507,300809249.9553354,925557.702894224
2021-12-25 00:00:00 UTC,1805.9784705201687,299387815.62021923,423429.79259719414
2021-12-26 00:00:00 UTC,1808.26748154,300288021.8532261,325129.3716956127
2021-12-27 00:00:00 UTC,1809.1023282622982,300195188.9024749,343520.94099703827
2021-12-28 00:00:00 UTC,1812.6450567938427,300901682.0588134,349490.36763416434
2021-12-29 00:00:00 UTC,1806.4981100277244,299846689.32655066,1173166.6854468158
2021-12-30 00:00:00 UTC,1809.889837571583,298859826.6755838,1543292.0939107253
2021-12-31 00:00:00 UTC,1817.6379430921106,301326052.5384427,538359.9318944471
2022-01-01 00:00:00 UTC,1824.8867433280823,303265950.0223238,1925347.214589308
2022-01-02 00:00:00 UTC,1839.3791216278703,415674709.54137844,810310.7718320907
2022-01-03 00:00:00 UTC,1830.1196669702679,414524733.03712845,582415.6415510045
2022-01-04 00:00:00 UTC,1809.7907715360782,409732718.2828472,3534016.705178052
2022-01-05 00:00:00 UTC,1810.7072811203439,413793373.55295926,446915.2895345626
2022-01-06 00:00:00 UTC,1814.4426584552007,411616495.06736845,1388197.6852843228
2022-01-07 00:00:00 UTC,1794.321629104819,406608167.402841,1837871.5587416042
2022-01-08 00:00:00 UTC,1806.4031933290976,408754507.52190715,1328357.6387535285
2022-01-09 00:00:00 UTC,1797.4950433367417,407142454.1772996,444997.9563250081
2022-01-10 00:00:00 UTC,1791.2421322790835,405410448.3721536,557065.4500293991
2022-01-11 00:00:00 UTC,1808.72795386748,408948942.52073324,2300403.164095258
2022-01-12 00:00:00 UTC,1825.0944749417422,413782517.72651154,2248119.6923942417
2022-01-13 00:00:00 UTC,1831.1257347931464,414357088.572594,1454700.172415168
2022-01-14 00:00:00 UTC,1824.5313100086864,413055428.72123647,1797321.7309743601
2022-01-15 00:00:00 UTC,1822.0678319280146,411959945.0931095,933010.4191138933
2022-01-16 00:00:00 UTC,1819.8324264993823,412202863.1966863,514947.86599011894
2022-01-17 00:00:00 UTC,1819.0097801458319,411885126.18955994,502266.94812873914
2022-01-18 00:00:00 UTC,1827.0099547556974,413332916.1122622,3944680.76907684
2022-01-19 00:00:00 UTC,1818.5460647152931,411634634.31649846,9248392.700656837
2022-01-20 00:00:00 UTC,1842.100829134311,416809791.43915856,5332187.294819651
2022-01-21 00:00:00 UTC,1837.2796816976406,416417969.0165105,1035782.3064431001
2022-01-22 00:00:00 UTC,1838.7311263017132,415833174.03009754,1659229.4045942489
2022-01-23 00:00:00 UTC,1841.4358525913767,416051058.6774036,2129513.2099321536
2022-01-24 00:00:00 UTC,1837.6757002731476,416157785.6337568,995083.6302278206
2022-01-25 00:00:00 UTC,1844.5783749828624,417970521.3826696,3075067.782294199
2022-01-26 00:00:00 UTC,1850.8293495083433,418827498.5788089,1545603.6697524304
2022-01-27 00:00:00 UTC,1822.881473638514,414415228.6630215,2399668.406856684
2022-01-28 00:00:00 UTC,1807.336757045421,408375487.55640835,1499773.5978755786
2022-01-29 00:00:00 UTC,1790.6003106191965,405270556.2485206,1747604.1505980159
2022-01-30 00:00:00 UTC,1796.6056399127601,406274767.35889965,649745.3615342241
2022-01-31 00:00:00 UTC,1789.7528231567765,405468691.6753567,880552.9315178939
2022-02-01 00:00:00 UTC,1799.5635620012517,406740142.376841,1516575.0494761886
